hr,rr,spo2,temp,time
113,21,92,37.3,2021/03/05 19:31:08
67,22,90,36.8,2021/03/05 19:31:11
90,15,92,36.9,2021/03/05 19:31:14
78,13,90,37.2,2021/03/05 19:31:17
108,22,93,36.1,2021/03/05 19:31:20
101,18,92,37,2021/03/05 19:31:23
80,15,94,36.3,2021/03/05 19:31:26
66,16,90,37,2021/03/05 19:31:29
110,14,92,37.9,2021/03/05 19:31:32
67,15,91,36.7,2021/03/05 19:31:35
75,24,94,37.7,2021/03/05 19:31:38
106,14,91,37.9,2021/03/05 19:31:41
85,18,93,36.4,2021/03/05 19:31:44
69,21,95,36.9,2021/03/05 19:31:47
88,14,99,37,2021/03/05 19:31:50
85,17,99,37.6,2021/03/05 19:31:53
76,18,91,37.9,2021/03/05 19:31:56
82,23,90,36,2021/03/05 19:31:59
72,20,99,37.3,2021/03/05 19:32:02
94,23,95,37.6,2021/03/05 19:32:05
104,17,90,37.1,2021/03/05 19:32:08
109,20,91,37.1,2021/03/05 19:32:11
77,17,90,37.4,2021/03/05 19:32:14
71,21,88,37.6,2021/03/05 19:32:17
64,16,93,37.7,2021/03/05 19:32:20
68,20,88,37.6,2021/03/05 19:32:23
103,19,92,37.5,2021/03/05 19:32:26
88,20,92,37.8,2021/03/05 19:32:29
112,14,89,36.7,2021/03/05 19:32:32
88,22,92,37.2,2021/03/05 19:32:35
75,19,97,36.3,2021/03/05 19:32:38
87,21,91,36.8,2021/03/05 19:32:41
108,17,89,37,2021/03/05 19:32:44
75,21,98,37.2,2021/03/05 19:32:47
111,20,96,37.5,2021/03/05 19:32:50
91,20,93,37.3,2021/03/05 19:32:53
74,19,93,36.7,2021/03/05 19:32:56
109,16,92,37.3,2021/03/05 19:32:59
74,24,90,36.6,2021/03/05 19:33:02
86,18,96,37.7,2021/03/05 19:33:05
89,20,95,37.6,2021/03/05 19:33:08
80,16,94,37.5,2021/03/05 19:33:11
85,19,91,36.8,2021/03/05 19:33:14
65,15,92,36.7,2021/03/05 19:33:17
66,22,89,37.3,2021/03/05 19:33:20
88,20,90,37.6,2021/03/05 19:33:23
87,21,95,36.9,2021/03/05 19:33:26
67,21,98,36.2,2021/03/05 19:33:29
110,21,95,36.6,2021/03/05 19:33:32
114,18,95,37.6,2021/03/05 19:33:35
103,20,91,36.9,2021/03/05 19:33:38
80,20,94,36.4,2021/03/05 19:33:41
66,20,96,37.3,2021/03/05 19:33:44
98,21,98,36.4,2021/03/05 19:33:47
66,18,94,37.1,2021/03/05 19:33:50
98,22,96,37.2,2021/03/05 19:33:53
73,16,94,37.9,2021/03/05 19:33:56
88,20,94,36.9,2021/03/05 19:33:59
73,22,89,36.3,2021/03/05 19:34:02
86,14,94,37.4,2021/03/05 19:34:05
85,21,88,36.6,2021/03/05 19:34:08
88,18,91,36.9,2021/03/05 19:34:11
105,19,96,36.4,2021/03/05 19:34:14
67,17,96,36.8,2021/03/05 19:34:17
88,24,94,36.1,2021/03/05 19:34:20
76,18,89,37.7,2021/03/05 19:34:23
74,15,91,37.7,2021/03/05 19:34:26
99,17,91,37.6,2021/03/05 19:34:29
97,23,96,37.3,2021/03/05 19:34:32
105,22,93,36.5,2021/03/05 19:34:35
79,22,92,37.1,2021/03/05 19:34:38
91,16,96,36.6,2021/03/05 19:34:41
91,19,97,36.1,2021/03/05 19:34:44
99,22,96,37.6,2021/03/05 19:34:47
99,24,97,36.5,2021/03/05 19:34:50
90,15,96,36.5,2021/03/05 19:34:53
108,19,91,37.3,2021/03/05 19:34:56
69,17,94,37.2,2021/03/05 19:34:59
102,21,94,36.5,2021/03/05 19:35:02
71,16,92,37.3,2021/03/05 19:35:05
101,17,98,36.6,2021/03/05 19:35:08
78,18,93,36.1,2021/03/05 19:35:11
78,22,96,37.5,2021/03/05 19:35:14
78,17,95,36.7,2021/03/05 19:35:17
100,14,93,37,2021/03/05 19:35:20
94,16,89,36,2021/03/05 19:35:23
83,17,89,37.3,2021/03/05 19:35:26
87,20,94,37.2,2021/03/05 19:35:29
100,20,93,36.9,2021/03/05 19:35:32
79,18,91,37.1,2021/03/05 19:35:35
70,18,94,37.2,2021/03/05 19:35:38
73,22,93,36.4,2021/03/05 19:35:41
76,19,88,37.2,2021/03/05 19:35:44
98,21,96,37.3,2021/03/05 19:35:47
108,17,94,36.8,2021/03/05 19:35:50
107,18,90,36.7,2021/03/05 19:35:53
94,22,98,36.8,2021/03/05 19:35:56
61,14,99,37.8,2021/03/05 19:35:59
70,16,93,37.9,2021/03/05 19:36:02
102,17,92,37.5,2021/03/05 19:36:05
94,17,94,36.6,2021/03/05 19:36:08
100,21,93,37.8,2021/03/05 19:36:11
81,14,98,37.6,2021/03/05 19:36:14
101,13,93,36.6,2021/03/05 19:36:17
64,21,98,37.2,2021/03/05 19:36:20
74,16,99,36.6,2021/03/05 19:36:23
88,19,97,36.4,2021/03/05 19:36:26
105,14,92,36.4,2021/03/05 19:36:29
109,21,98,36.9,2021/03/05 19:36:32
64,23,93,37.7,2021/03/05 19:36:35
102,22,96,37.1,2021/03/05 19:36:38
81,15,96,36.6,2021/03/05 19:36:41
99,18,94,36.8,2021/03/05 19:36:44
87,19,95,38,2021/03/05 19:36:47
103,19,97,37.9,2021/03/05 19:36:50
93,23,92,37.6,2021/03/05 19:36:53
91,19,95,36.1,2021/03/05 19:36:56
91,16,88,36.6,2021/03/05 19:36:59
104,20,98,36.5,2021/03/05 19:37:02
103,21,97,37.6,2021/03/05 19:37:05
85,18,91,37.8,2021/03/05 19:37:08
85,16,97,37.7,2021/03/05 19:37:11
88,14,98,36.4,2021/03/05 19:37:14
82,20,96,37.4,2021/03/05 19:37:17
105,20,98,37.7,2021/03/05 19:37:20
66,22,98,37.1,2021/03/05 19:37:23
77,15,90,36.4,2021/03/05 19:37:26
102,16,94,37.7,2021/03/05 19:37:29
102,21,90,37.5,2021/03/05 19:37:32
95,13,97,37.6,2021/03/05 19:37:35
67,21,98,36.9,2021/03/05 19:37:38
85,20,98,37.4,2021/03/05 19:37:41
98,21,99,37,2021/03/05 19:37:44
101,19,94,37.1,2021/03/05 19:37:47
105,15,92,36.1,2021/03/05 19:37:50
83,22,90,38,2021/03/05 19:37:53
65,18,95,36.1,2021/03/05 19:37:56
81,15,99,37.5,2021/03/05 19:37:59
107,15,97,36.8,2021/03/05 19:38:02
97,18,88,36.6,2021/03/05 19:38:05
103,22,97,36.7,2021/03/05 19:38:08
104,16,98,36.5,2021/03/05 19:38:11
70,15,98,36.1,2021/03/05 19:38:14
62,23,92,36.5,2021/03/05 19:38:17
93,15,94,37.7,2021/03/05 19:38:20
101,19,94,36.5,2021/03/05 19:38:23
106,13,92,36.5,2021/03/05 19:38:26
73,21,88,36.8,2021/03/05 19:38:29
73,23,94,37.5,2021/03/05 19:38:32
70,21,95,37.6,2021/03/05 19:38:35
108,17,94,37.4,2021/03/05 19:38:38
90,16,98,37.1,2021/03/05 19:38:41
112,13,94,37,2021/03/05 19:38:44
78,20,91,37.9,2021/03/05 19:38:47
102,18,94,37,2021/03/05 19:38:50
77,15,94,37.3,2021/03/05 19:38:53
105,16,98,36.2,2021/03/05 19:38:56
70,18,90,36.2,2021/03/05 19:38:59
104,16,89,36.7,2021/03/05 19:39:02
63,16,94,37.6,2021/03/05 19:39:05
60,14,94,37.1,2021/03/05 19:39:08
99,17,95,36.2,2021/03/05 19:39:11
81,21,99,37.8,2021/03/05 19:39:14
77,14,92,37.7,2021/03/05 19:39:17
79,22,91,37.9,2021/03/05 19:39:20
83,19,94,37.4,2021/03/05 19:39:23
83,23,91,36.5,2021/03/05 19:39:26
103,20,93,37.5,2021/03/05 19:39:29
93,21,95,37.3,2021/03/05 19:39:32
85,23,89,37.4,2021/03/05 19:39:35
85,18,98,37.1,2021/03/05 19:39:38
75,18,98,36.9,2021/03/05 19:39:41
110,20,97,37.7,2021/03/05 19:39:44
104,16,93,37.2,2021/03/05 19:39:47
65,15,95,36.1,2021/03/05 19:39:50
99,15,94,36,2021/03/05 19:39:53
103,19,89,37.8,2021/03/05 19:39:56
101,17,99,36.4,2021/03/05 19:39:59
71,15,94,37.5,2021/03/05 19:40:02
64,17,96,36.2,2021/03/05 19:40:05
77,15,97,36.2,2021/03/05 19:40:08
73,17,97,37.9,2021/03/05 19:40:11
103,16,90,37.6,2021/03/05 19:40:14
103,20,94,37.9,2021/03/05 19:40:17
83,14,92,36.9,2021/03/05 19:40:20
71,17,99,36.9,2021/03/05 19:40:23
111,15,88,37.7,2021/03/05 19:40:26
99,15,92,37.8,2021/03/05 19:40:29
102,19,89,36.9,2021/03/05 19:40:32
107,17,96,36.3,2021/03/05 19:40:35
65,19,92,36.7,2021/03/05 19:40:38
69,18,95,36.1,2021/03/05 19:40:41
97,17,88,36.1,2021/03/05 19:40:44
94,19,94,37.5,2021/03/05 19:40:47
106,20,96,36.7,2021/03/05 19:40:50
73,23,92,37.3,2021/03/05 19:40:53
63,18,96,37.3,2021/03/05 19:40:56
67,20,88,37.1,2021/03/05 19:40:59
70,17,92,37.3,2021/03/05 19:41:02
101,24,91,37.5,2021/03/05 19:41:05
113,20,92,36.5,2021/03/05 19:41:08
96,16,98,37.7,2021/03/05 19:41:11
67,20,94,37.7,2021/03/05 19:41:14
73,20,98,36.1,2021/03/05 19:41:17
74,23,94,36.9,2021/03/05 19:41:20
97,14,94,37.3,2021/03/05 19:41:23
90,19,89,36.4,2021/03/05 19:41:26
114,19,92,36.9,2021/03/05 19:41:29
85,21,92,37.4,2021/03/05 19:41:32
103,18,98,37.1,2021/03/05 19:41:35
100,22,94,36.2,2021/03/05 19:41:38
80,18,94,36.5,2021/03/05 19:41:41
86,18,95,37.6,2021/03/05 19:41:44
114,19,90,38,2021/03/05 19:41:47
111,17,97,38,2021/03/05 19:41:50
81,13,91,36.9,2021/03/05 19:41:53
109,16,96,37.1,2021/03/05 19:41:56
87,20,90,36.1,2021/03/05 19:41:59
100,21,89,36.8,2021/03/05 19:42:02
77,20,97,37.3,2021/03/05 19:42:05
105,23,89,36.4,2021/03/05 19:42:08
100,19,91,36.3,2021/03/05 19:42:11
92,15,94,37.2,2021/03/05 19:42:14
78,19,88,37.3,2021/03/05 19:42:17
78,24,98,36,2021/03/05 19:42:20
76,18,95,37.1,2021/03/05 19:42:23
68,18,94,36.8,2021/03/05 19:42:26
101,16,91,36.1,2021/03/05 19:42:29
102,21,89,36.1,2021/03/05 19:42:32
88,22,92,37.4,2021/03/05 19:42:35
83,16,96,37.9,2021/03/05 19:42:38
102,14,92,37.9,2021/03/05 19:42:41
107,19,92,36,2021/03/05 19:42:44
84,17,99,36.6,2021/03/05 19:42:47
107,14,97,37.3,2021/03/05 19:42:50
67,21,93,37.3,2021/03/05 19:42:53
68,23,96,37.3,2021/03/05 19:42:56
113,20,98,36.8,2021/03/05 19:42:59
73,16,95,37.6,2021/03/05 19:43:02
106,16,95,37.5,2021/03/05 19:43:05
90,23,98,37.7,2021/03/05 19:43:08
115,17,93,36.6,2021/03/05 19:43:11
94,15,92,38,2021/03/05 19:43:14
62,21,96,36,2021/03/05 19:43:17
110,18,90,37.3,2021/03/05 19:43:20
83,22,97,36.8,2021/03/05 19:43:23
111,22,90,37.6,2021/03/05 19:43:26
98,20,97,37,2021/03/05 19:43:29
105,19,95,36.4,2021/03/05 19:43:32
80,18,94,37.1,2021/03/05 19:43:35
111,23,94,36.5,2021/03/05 19:43:38
74,16,90,38,2021/03/05 19:43:41
103,15,91,36.7,2021/03/05 19:43:44
84,17,96,36.5,2021/03/05 19:43:47
95,19,95,37.8,2021/03/05 19:43:50
105,16,91,37,2021/03/05 19:43:53
106,23,94,36,2021/03/05 19:43:56
92,16,94,36.4,2021/03/05 19:43:59
71,20,97,37,2021/03/05 19:44:02
90,18,95,36.5,2021/03/05 19:44:05
94,20,92,37.1,2021/03/05 19:44:08
86,14,93,36,2021/03/05 19:44:11
112,16,90,36,2021/03/05 19:44:14
101,22,97,36.8,2021/03/05 19:44:17
91,15,96,37.6,2021/03/05 19:44:20
105,21,95,36.1,2021/03/05 19:44:23
78,21,89,37,2021/03/05 19:44:26
106,19,98,37.1,2021/03/05 19:44:29
84,22,91,37.3,2021/03/05 19:44:32
81,17,90,36.6,2021/03/05 19:44:35
72,16,93,36.8,2021/03/05 19:44:38
81,19,90,36.6,2021/03/05 19:44:41
105,20,95,37.3,2021/03/05 19:44:44
97,20,98,37.1,2021/03/05 19:44:47
98,13,90,36.7,2021/03/05 19:44:50
109,16,97,37.7,2021/03/05 19:44:53
105,16,90,37,2021/03/05 19:44:56
92,18,89,37.6,2021/03/05 19:44:59
71,18,91,36.9,2021/03/05 19:45:02
108,20,89,38,2021/03/05 19:45:05
99,24,92,37.5,2021/03/05 19:45:08
107,14,94,37.4,2021/03/05 19:45:11
67,22,88,36.1,2021/03/05 19:45:14
106,19,95,36.4,2021/03/05 19:45:17
109,23,93,37.7,2021/03/05 19:45:20
75,17,94,36.2,2021/03/05 19:45:23
99,19,94,37.5,2021/03/05 19:45:26
66,22,92,37.7,2021/03/05 19:45:29
76,15,91,37.7,2021/03/05 19:45:32
63,16,90,36.8,2021/03/05 19:45:35
103,21,90,37.2,2021/03/05 19:45:38
90,20,92,36.4,2021/03/05 19:45:41
65,22,90,36,2021/03/05 19:45:44
98,20,94,36.8,2021/03/05 19:45:47
71,19,95,37.3,2021/03/05 19:45:50
71,19,99,37.9,2021/03/05 19:45:53
63,19,91,37.9,2021/03/05 19:45:56
78,16,97,36.1,2021/03/05 19:45:59
109,18,99,36.2,2021/03/05 19:46:02
113,23,89,36.6,2021/03/05 19:46:05
105,16,97,36.8,2021/03/05 19:46:08
80,22,96,37.9,2021/03/05 19:46:11
92,15,92,37.3,2021/03/05 19:46:14
77,16,92,37.3,2021/03/05 19:46:17
79,13,91,37.6,2021/03/05 19:46:20
64,21,94,36.8,2021/03/05 19:46:23
95,18,90,36.4,2021/03/05 19:46:26
65,18,94,36.8,2021/03/05 19:46:29
96,17,91,37.3,2021/03/05 19:46:32
100,18,89,37.4,2021/03/05 19:46:35
70,21,97,37.4,2021/03/05 19:46:38
114,20,91,36.7,2021/03/05 19:46:41
85,18,98,36.7,2021/03/05 19:46:44
72,21,91,36.9,2021/03/05 19:46:47
68,20,89,37.6,2021/03/05 19:46:50
95,21,89,36.5,2021/03/05 19:46:53
74,17,92,37,2021/03/05 19:46:56
73,23,90,37.8,2021/03/05 19:46:59
107,16,93,37.9,2021/03/05 19:47:02
106,17,97,37.7,2021/03/05 19:47:05
81,17,93,36.4,2021/03/05 19:47:08
112,18,96,36.7,2021/03/05 19:47:11
86,19,93,36.4,2021/03/05 19:47:14
65,20,89,36.5,2021/03/05 19:47:17
81,21,88,37.6,2021/03/05 19:47:20
76,20,89,37.2,2021/03/05 19:47:23
85,16,95,36.4,2021/03/05 19:47:26
94,23,93,37.2,2021/03/05 19:47:29
74,18,91,36.2,2021/03/05 19:47:32
67,16,95,36.8,2021/03/05 19:47:35
109,19,99,37.9,2021/03/05 19:47:38
64,19,96,37.9,2021/03/05 19:47:41
76,24,91,37.5,2021/03/05 19:47:44
67,20,93,37.3,2021/03/05 19:47:47
91,16,93,36.5,2021/03/05 19:47:50
84,15,96,37.4,2021/03/05 19:47:53
102,16,94,37.7,2021/03/05 19:47:56
65,15,90,36.8,2021/03/05 19:47:59
76,22,89,37.9,2021/03/05 19:48:02
95,15,96,37.9,2021/03/05 19:48:05
71,18,91,37.5,2021/03/05 19:48:08
95,24,92,36.4,2021/03/05 19:48:11
87,21,98,37.3,2021/03/05 19:48:14
68,22,93,37.8,2021/03/05 19:48:17
79,21,94,36.2,2021/03/05 19:48:20
61,19,89,37.6,2021/03/05 19:48:23
69,21,98,37.8,2021/03/05 19:48:26
94,17,96,37.4,2021/03/05 19:48:29
108,23,96,38,2021/03/05 19:48:32
64,17,97,36,2021/03/05 19:48:35
86,21,92,36.8,2021/03/05 19:48:38
100,16,89,37.2,2021/03/05 19:48:41
86,19,90,37.2,2021/03/05 19:48:44
71,20,97,38,2021/03/05 19:48:47
98,14,95,37.2,2021/03/05 19:48:50
66,15,96,37.1,2021/03/05 19:48:53
92,17,95,36.3,2021/03/05 19:48:56
73,20,97,36.5,2021/03/05 19:48:59
86,15,88,36.7,2021/03/05 19:49:02
93,16,96,37.4,2021/03/05 19:49:05
70,22,97,36.2,2021/03/05 19:49:08
95,19,90,36.2,2021/03/05 19:49:11
65,22,92,36.5,2021/03/05 19:49:14
99,23,90,36.4,2021/03/05 19:49:17
66,20,92,36.9,2021/03/05 19:49:20
106,19,98,36.1,2021/03/05 19:49:23
80,22,90,37.1,2021/03/05 19:49:26
84,22,88,37.3,2021/03/05 19:49:29
97,18,96,36.6,2021/03/05 19:49:32
85,22,97,37.3,2021/03/05 19:49:35
96,19,89,36.7,2021/03/05 19:49:38
105,17,89,36.3,2021/03/05 19:49:41
74,23,93,37.6,2021/03/05 19:49:44
63,15,92,37.2,2021/03/05 19:49:47
85,17,96,37.2,2021/03/05 19:49:50
100,22,96,36.9,2021/03/05 19:49:53
106,16,97,36.5,2021/03/05 19:49:56
108,22,95,37.5,2021/03/05 19:49:59
85,18,95,37.3,2021/03/05 19:50:02
78,20,90,36.4,2021/03/05 19:50:05
88,19,96,37.8,2021/03/05 19:50:08
69,16,97,37.3,2021/03/05 19:50:11
73,24,92,37.8,2021/03/05 19:50:14
86,14,97,37.8,2021/03/05 19:50:17
75,20,96,38,2021/03/05 19:50:20
60,14,89,37.1,2021/03/05 19:50:23
85,18,99,36.1,2021/03/05 19:50:26
103,22,89,37.6,2021/03/05 19:50:29
108,21,94,37.7,2021/03/05 19:50:32
80,20,95,37.4,2021/03/05 19:50:35
64,15,95,36.2,2021/03/05 19:50:38
104,22,94,36.2,2021/03/05 19:50:41
68,13,91,37.7,2021/03/05 19:50:44
93,17,91,37.2,2021/03/05 19:50:47
91,15,96,36.9,2021/03/05 19:50:50
61,20,94,36.8,2021/03/05 19:50:53
86,24,91,38,2021/03/05 19:50:56
100,18,95,36.7,2021/03/05 19:50:59
91,18,94,36.7,2021/03/05 19:51:02
79,19,91,36.8,2021/03/05 19:51:05
93,24,92,36.1,2021/03/05 19:51:08
66,13,95,36.7,2021/03/05 19:51:11
96,16,96,36.9,2021/03/05 19:51:14
104,22,97,36.4,2021/03/05 19:51:17
108,19,96,37.4,2021/03/05 19:51:20
95,23,91,36.6,2021/03/05 19:51:23
65,18,88,37.8,2021/03/05 19:51:26
71,18,88,36.8,2021/03/05 19:51:29
94,16,95,37.3,2021/03/05 19:51:32
72,15,91,36.6,2021/03/05 19:51:35
87,23,96,37.4,2021/03/05 19:51:38
72,18,95,36.6,2021/03/05 19:51:41
82,22,91,38,2021/03/05 19:51:44
69,19,97,37.2,2021/03/05 19:51:47
87,14,95,37.3,2021/03/05 19:51:50
92,20,94,36.2,2021/03/05 19:51:53
90,18,90,37.9,2021/03/05 19:51:56
109,23,89,36.7,2021/03/05 19:51:59
98,19,88,37.7,2021/03/05 19:52:02
82,20,97,37.5,2021/03/05 19:52:05
115,18,93,36.9,2021/03/05 19:52:08
94,21,92,36.5,2021/03/05 19:52:11
79,18,91,36.8,2021/03/05 19:52:14
72,15,92,37.9,2021/03/05 19:52:17
72,16,93,37.3,2021/03/05 19:52:20
68,20,97,36.3,2021/03/05 19:52:23
108,18,89,36.4,2021/03/05 19:52:26
96,22,97,36.4,2021/03/05 19:52:29
73,19,90,37.2,2021/03/05 19:52:32
113,20,92,37.2,2021/03/05 19:52:35
88,15,95,37.7,2021/03/05 19:52:38
108,22,99,36.7,2021/03/05 19:52:41
97,21,89,37.6,2021/03/05 19:52:44
112,18,98,37.1,2021/03/05 19:52:47
101,19,90,37.8,2021/03/05 19:52:50
66,16,90,38,2021/03/05 19:52:53
84,20,92,36.5,2021/03/05 19:52:56
87,20,99,36.4,2021/03/05 19:52:59
67,19,93,37,2021/03/05 19:53:02
81,17,98,37.6,2021/03/05 19:53:05
92,24,90,37.1,2021/03/05 19:53:08
96,18,91,37,2021/03/05 19:53:11
104,15,89,37.6,2021/03/05 19:53:14
104,21,95,37.1,2021/03/05 19:53:17
68,24,90,37.3,2021/03/05 19:53:20
77,18,92,36.8,2021/03/05 19:53:23
92,18,91,36.9,2021/03/05 19:53:26
76,18,96,36.5,2021/03/05 19:53:29
104,16,89,36.9,2021/03/05 19:53:32
67,14,95,36,2021/03/05 19:53:35
102,15,96,37.5,2021/03/05 19:53:38
67,18,98,37.5,2021/03/05 19:53:41
100,14,99,36.3,2021/03/05 19:53:44
100,16,96,36.2,2021/03/05 19:53:47
100,19,97,36.3,2021/03/05 19:53:50
85,23,90,37.9,2021/03/05 19:53:53
114,15,89,37.8,2021/03/05 19:53:56
65,17,96,36.4,2021/03/05 19:53:59
69,19,91,36,2021/03/05 19:54:02
90,17,93,37.1,2021/03/05 19:54:05
91,21,91,36.3,2021/03/05 19:54:08
97,20,90,36.8,2021/03/05 19:54:11
103,19,88,36.3,2021/03/05 19:54:14
75,18,90,37,2021/03/05 19:54:17
110,13,91,37.7,2021/03/05 19:54:20
104,15,88,36.2,2021/03/05 19:54:23
60,22,90,36.8,2021/03/05 19:54:26
107,23,91,36.6,2021/03/05 19:54:29
69,18,96,36,2021/03/05 19:54:32
94,19,95,37.5,2021/03/05 19:54:35
84,16,95,36.4,2021/03/05 19:54:38
86,22,96,36.8,2021/03/05 19:54:41
108,15,95,36.3,2021/03/05 19:54:44
80,17,89,36.1,2021/03/05 19:54:47
108,13,95,37.5,2021/03/05 19:54:50
97,15,95,37.4,2021/03/05 19:54:53
64,16,93,37.3,2021/03/05 19:54:56
98,23,94,37.6,2021/03/05 19:54:59
84,22,98,37.4,2021/03/05 19:55:02
109,19,92,36.4,2021/03/05 19:55:05
108,17,94,37.6,2021/03/05 19:55:08
92,16,97,37.9,2021/03/05 19:55:11
109,18,94,36.8,2021/03/05 19:55:14
70,13,93,37.8,2021/03/05 19:55:17
81,22,92,37.7,2021/03/05 19:55:20
83,20,91,37.7,2021/03/05 19:55:23
73,20,97,36.7,2021/03/05 19:55:26
113,14,93,36.8,2021/03/05 19:55:29
75,18,97,36.5,2021/03/05 19:55:32
67,20,93,36.9,2021/03/05 19:55:35
86,20,92,37.1,2021/03/05 19:55:38
107,16,90,37.1,2021/03/05 19:55:41
76,15,99,36.4,2021/03/05 19:55:44
68,16,90,37.3,2021/03/05 19:55:47
107,24,97,36.5,2021/03/05 19:55:50
115,15,92,37.4,2021/03/05 19:55:53
66,19,96,36.4,2021/03/05 19:55:56
65,14,94,36,2021/03/05 19:55:59
93,15,92,36.2,2021/03/05 19:56:02
107,15,96,37.6,2021/03/05 19:56:05
83,16,96,37.1,2021/03/05 19:56:08
91,20,91,37.2,2021/03/05 19:56:11
107,14,93,36.9,2021/03/05 19:56:14
70,14,96,36.7,2021/03/05 19:56:17
85,17,92,36.9,2021/03/05 19:56:20
66,18,95,37.3,2021/03/05 19:56:23
87,22,98,37.1,2021/03/05 19:56:26
83,22,91,36.3,2021/03/05 19:56:29
99,20,95,36.1,2021/03/05 19:56:32
91,14,94,37.1,2021/03/05 19:56:35
109,16,95,36.4,2021/03/05 19:56:38
110,17,92,37.6,2021/03/05 19:56:41
95,19,97,37.1,2021/03/05 19:56:44
74,24,97,36.3,2021/03/05 19:56:47
65,16,97,36.1,2021/03/05 19:56:50
64,16,93,36.7,2021/03/05 19:56:53
91,13,94,37.5,2021/03/05 19:56:56
94,15,96,37.6,2021/03/05 19:56:59
105,15,95,37.8,2021/03/05 19:57:02
96,22,97,36.4,2021/03/05 19:57:05
91,14,96,37.1,2021/03/05 19:57:08
64,20,95,36.2,2021/03/05 19:57:11
70,17,93,37.3,2021/03/05 19:57:14
96,14,99,36.7,2021/03/05 19:57:17
76,16,94,36.5,2021/03/05 19:57:20
87,19,95,37.4,2021/03/05 19:57:23
68,22,97,37.1,2021/03/05 19:57:26
79,19,92,36.5,2021/03/05 19:57:29
97,24,91,37.7,2021/03/05 19:57:32
79,16,92,37.7,2021/03/05 19:57:35
69,16,89,36.2,2021/03/05 19:57:38
96,18,92,36.6,2021/03/05 19:57:41
96,21,90,37.8,2021/03/05 19:57:44
88,18,89,36.7,2021/03/05 19:57:47
112,20,91,37.7,2021/03/05 19:57:50
89,16,94,36.7,2021/03/05 19:57:53
62,20,90,37.3,2021/03/05 19:57:56
82,17,90,37.1,2021/03/05 19:57:59
75,20,98,37,2021/03/05 19:58:02
95,20,90,37.3,2021/03/05 19:58:05
74,15,97,36.3,2021/03/05 19:58:08
97,18,94,37.6,2021/03/05 19:58:11
92,16,97,37.4,2021/03/05 19:58:14
106,23,91,38,2021/03/05 19:58:17
69,17,91,37.4,2021/03/05 19:58:20
107,15,94,36.6,2021/03/05 19:58:23
66,17,91,37.9,2021/03/05 19:58:26
107,20,97,36.7,2021/03/05 19:58:29
95,20,98,36.3,2021/03/05 19:58:32
76,17,90,37.3,2021/03/05 19:58:35
70,17,94,37.1,2021/03/05 19:58:38
94,15,91,37.5,2021/03/05 19:58:41
64,20,93,37.3,2021/03/05 19:58:44
65,19,91,37.7,2021/03/05 19:58:47
76,21,92,36.6,2021/03/05 19:58:50
101,16,96,37.7,2021/03/05 19:58:53
99,19,93,36.1,2021/03/05 19:58:56
109,22,90,36.5,2021/03/05 19:58:59
106,19,99,38,2021/03/05 19:59:02
86,23,95,37.5,2021/03/05 19:59:05
90,18,97,37.7,2021/03/05 19:59:08
65,20,94,36.3,2021/03/05 19:59:11
82,20,92,36.1,2021/03/05 19:59:14
115,17,98,36.9,2021/03/05 19:59:17
69,18,98,36.7,2021/03/05 19:59:20
85,17,96,37.8,2021/03/05 19:59:23
85,18,93,36.4,2021/03/05 19:59:26
112,14,94,36.8,2021/03/05 19:59:29
100,19,93,36.8,2021/03/05 19:59:32
87,19,95,37.2,2021/03/05 19:59:35
110,21,90,36.6,2021/03/05 19:59:38
96,19,96,36.6,2021/03/05 19:59:41
96,21,94,36.2,2021/03/05 19:59:44
62,18,99,36.8,2021/03/05 19:59:47
111,20,97,37.2,2021/03/05 19:59:50
82,18,89,37.9,2021/03/05 19:59:53
103,21,91,37.9,2021/03/05 19:59:56
74,19,88,36.7,2021/03/05 19:59:59
109,20,95,36.7,2021/03/05 20:00:02
85,24,91,36.6,2021/03/05 20:00:05
107,22,91,37.5,2021/03/05 20:00:08
64,24,92,37.6,2021/03/05 20:00:11
85,21,93,36.4,2021/03/05 20:00:14
95,15,93,37.9,2021/03/05 20:00:17
76,21,96,37.2,2021/03/05 20:00:20
89,20,96,37.9,2021/03/05 20:00:23
96,14,98,37.4,2021/03/05 20:00:26
96,17,91,37.9,2021/03/05 20:00:29
96,23,92,37.1,2021/03/05 20:00:32
94,16,93,37.6,2021/03/05 20:00:35
74,21,92,36.1,2021/03/05 20:00:38
76,15,92,36.6,2021/03/05 20:00:41
101,14,91,37.6,2021/03/05 20:00:44
71,22,93,38,2021/03/05 20:00:47
82,14,91,37.5,2021/03/05 20:00:50
102,17,93,37.3,2021/03/05 20:00:53
67,15,89,37.2,2021/03/05 20:00:56
67,22,94,37.7,2021/03/05 20:00:59
72,16,90,37,2021/03/05 20:01:02
67,22,97,36.7,2021/03/05 20:01:05
98,24,95,36.7,2021/03/05 20:01:08
81,22,91,37.1,2021/03/05 20:01:11
106,17,97,37.4,2021/03/05 20:01:14
86,19,90,37.5,2021/03/05 20:01:17
95,23,90,36.6,2021/03/05 20:01:20
111,18,93,38,2021/03/05 20:01:23
106,13,97,36.8,2021/03/05 20:01:26
96,14,89,37.2,2021/03/05 20:01:29
102,22,90,36.3,2021/03/05 20:01:32
81,20,92,37.1,2021/03/05 20:01:35
86,16,90,36.4,2021/03/05 20:01:38
76,20,95,37.1,2021/03/05 20:01:41
